"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error"
"Beta_SSE","fine_clean_simulations","nonzero",100,"elastic_net",1,1359.54275961933,0.8925,1,3.08464231339503,0.46539075355762,0.4005,814.395805832148,2.59608072860185,0.435393235425012,0.364
"Beta_SSE1","fine_clean_simulations","nonzero",100,"group_lasso",1,1359.54275961933,0.8925,1,3.08464231339503,0.46539075355762,0.4005,814.395805832148,2.59608072860185,0.435393235425012,0.364
"Beta_SSE2","fine_clean_simulations","nonzero",100,"elastic_net",10,1348.296873747,0.84,1,2.98433169891777,0.460947243708359,0.3845,793.510475815423,2.45853601707103,0.42915461901731,0.3685
"Beta_SSE11","fine_clean_simulations","nonzero",100,"group_lasso",10,1348.296873747,0.84,1,2.98433169891777,0.460947243708359,0.3845,793.510475815423,2.45853601707103,0.42915461901731,0.3685
"Beta_SSE3","fine_clean_simulations","nonzero",100,"elastic_net",11,1336.48166231886,0.855,1,2.91943468731101,0.452226783665246,0.3775,790.918936639208,2.39197153318251,0.416298448914114,0.356
"Beta_SSE12","fine_clean_simulations","nonzero",100,"group_lasso",11,1336.48166231886,0.855,1,2.91943468731101,0.452226783665246,0.3775,790.918936639208,2.39197153318251,0.416298448914114,0.356
"Beta_SSE4","fine_clean_simulations","nonzero",100,"elastic_net",12,1292.99502870805,0.8275,1,2.98560895398894,0.456516338403177,0.3775,718.435505584689,2.45427056733309,0.419826426838627,0.362
"Beta_SSE13","fine_clean_simulations","nonzero",100,"group_lasso",12,1292.99502870805,0.8275,1,2.98560895398894,0.456516338403177,0.3775,718.435505584689,2.45427056733309,0.419826426838627,0.362
"Beta_SSE5","fine_clean_simulations","nonzero",100,"elastic_net",13,1450.93339726822,0.775,1,3.16429930794374,0.468244304639808,0.364,808.244251599805,2.40166657525694,0.423072134871032,0.353
"Beta_SSE14","fine_clean_simulations","nonzero",100,"group_lasso",13,1450.93339726822,0.775,1,3.16429930794374,0.468244304639808,0.364,808.244251599805,2.40166657525694,0.423072134871032,0.353
"Beta_SSE6","fine_clean_simulations","nonzero",100,"elastic_net",14,1402.41929939732,0.88,1,3.0398717735477,0.464286287490817,0.3915,834.429659201046,2.54354116727113,0.432697376185985,0.3795
"Beta_SSE15","fine_clean_simulations","nonzero",100,"group_lasso",14,1402.41929939732,0.88,1,3.0398717735477,0.464286287490817,0.3915,834.429659201046,2.54354116727113,0.432697376185985,0.3795
"Beta_SSE7","fine_clean_simulations","nonzero",100,"elastic_net",15,1358.20005541607,0.855,1,3.12596782755177,0.464334907215678,0.376,801.500676168613,2.61603205939701,0.433201907630699,0.363
"Beta_SSE16","fine_clean_simulations","nonzero",100,"group_lasso",15,1358.20005541607,0.855,1,3.12596782755177,0.464334907215678,0.376,801.500676168613,2.61603205939701,0.433201907630699,0.363
"Beta_SSE8","fine_clean_simulations","nonzero",100,"elastic_net",16,1380.91722466594,0.7675,1,3.08845832971295,0.463970891996609,0.354,754.089122499504,2.22452132222546,0.411290878168793,0.348
"Beta_SSE17","fine_clean_simulations","nonzero",100,"group_lasso",16,1380.91722466594,0.7675,1,3.08845832971295,0.463970891996609,0.354,754.089122499504,2.22452132222546,0.411290878168793,0.348
"Beta_SSE9","fine_clean_simulations","nonzero",100,"elastic_net",17,1316.22402637269,0.845,1,2.88031959643466,0.456418478386091,0.3825,738.532184735335,2.39388338959477,0.425482684936977,0.3695
"Beta_SSE18","fine_clean_simulations","nonzero",100,"group_lasso",17,1316.22402637269,0.845,1,2.88031959643466,0.456418478386091,0.3825,738.532184735335,2.39388338959477,0.425482684936977,0.3695
"Beta_SSE10","fine_clean_simulations","nonzero",100,"elastic_net",18,1327.09396489276,0.8975,1,2.75991425180045,0.443413294157583,0.378,767.124956245423,2.34688471324898,0.410843382787794,0.373
"Beta_SSE19","fine_clean_simulations","nonzero",100,"group_lasso",18,1327.09396489276,0.8975,1,2.75991425180045,0.443413294157583,0.378,767.124956245423,2.34688471324898,0.410843382787794,0.373
"Beta_SSE20","fine_clean_simulations","nonzero",100,"elastic_net",19,1311.50543569604,0.875,1,2.8729252969326,0.448859611505543,0.3695,766.950476056669,2.39287640425984,0.418293728532827,0.3535
"Beta_SSE110","fine_clean_simulations","nonzero",100,"group_lasso",19,1311.50543569604,0.875,1,2.8729252969326,0.448859611505543,0.3695,766.950476056669,2.39287640425984,0.418293728532827,0.3535
"Beta_SSE21","fine_clean_simulations","nonzero",100,"elastic_net",2,1414.57227728533,0.8225,1,3.08894052047593,0.460618327067031,0.3585,783.21487227711,2.52045860515946,0.422109461637182,0.352
"Beta_SSE111","fine_clean_simulations","nonzero",100,"group_lasso",2,1414.57227728533,0.8225,1,3.08894052047593,0.460618327067031,0.3585,783.21487227711,2.52045860515946,0.422109461637182,0.352
"Beta_SSE22","fine_clean_simulations","nonzero",100,"elastic_net",20,1422.99831929883,0.8025,1,3.13611706501128,0.466613201158651,0.386,775.132591359022,2.33903458833241,0.417430468385818,0.3785
"Beta_SSE112","fine_clean_simulations","nonzero",100,"group_lasso",20,1422.99831929883,0.8025,1,3.13611706501128,0.466613201158651,0.386,775.132591359022,2.33903458833241,0.417430468385818,0.3785
"Beta_SSE23","fine_clean_simulations","nonzero",100,"elastic_net",21,1271.52747748707,0.83,1,2.81632695922703,0.455792417262114,0.406,747.920542927323,2.39898021080472,0.429772841593537,0.382
"Beta_SSE113","fine_clean_simulations","nonzero",100,"group_lasso",21,1271.52747748707,0.83,1,2.81632695922703,0.455792417262114,0.406,747.920542927323,2.39898021080472,0.429772841593537,0.382
"Beta_SSE24","fine_clean_simulations","nonzero",100,"elastic_net",22,1302.845296985,0.8625,1,3.01553938200671,0.463522404263346,0.3975,747.22082675761,2.51563900561073,0.43212552157478,0.37
"Beta_SSE114","fine_clean_simulations","nonzero",100,"group_lasso",22,1302.845296985,0.8625,1,3.01553938200671,0.463522404263346,0.3975,747.22082675761,2.51563900561073,0.43212552157478,0.37
"Beta_SSE25","fine_clean_simulations","nonzero",100,"elastic_net",23,1375.92686099921,0.825,1,3.16003621485132,0.47380377170735,0.3815,754.831515819929,2.51184669541204,0.432974833678047,0.369
"Beta_SSE115","fine_clean_simulations","nonzero",100,"group_lasso",23,1375.92686099921,0.825,1,3.16003621485132,0.47380377170735,0.3815,754.831515819929,2.51184669541204,0.432974833678047,0.369
"Beta_SSE26","fine_clean_simulations","nonzero",100,"elastic_net",24,1330.68292119267,0.875,1,2.90743770991544,0.456483019574012,0.3825,781.939770687341,2.38713882305764,0.423485402796925,0.3665
"Beta_SSE116","fine_clean_simulations","nonzero",100,"group_lasso",24,1330.68292119267,0.875,1,2.90743770991544,0.456483019574012,0.3825,781.939770687341,2.38713882305764,0.423485402796925,0.3665
"Beta_SSE27","fine_clean_simulations","nonzero",100,"elastic_net",25,1383.45657795308,0.815,1,3.19493446833502,0.471607724385029,0.363,738.907418310634,2.46710905774644,0.424083793185181,0.363
"Beta_SSE117","fine_clean_simulations","nonzero",100,"group_lasso",25,1383.45657795308,0.815,1,3.19493446833502,0.471607724385029,0.363,738.907418310634,2.46710905774644,0.424083793185181,0.363
"Beta_SSE28","fine_clean_simulations","nonzero",100,"elastic_net",26,1384.92089463935,0.875,1,2.98757184571533,0.462603597793906,0.391,795.337678863485,2.41378859445767,0.427647845755482,0.3785
"Beta_SSE118","fine_clean_simulations","nonzero",100,"group_lasso",26,1384.92089463935,0.875,1,2.98757184571533,0.462603597793906,0.391,795.337678863485,2.41378859445767,0.427647845755482,0.3785
"Beta_SSE29","fine_clean_simulations","nonzero",100,"elastic_net",27,1344.31120418903,0.835,1,2.828447273981,0.445781700078355,0.363,770.68398776521,2.28834652347918,0.409675688499673,0.347
